date,rf_rate
2021-03-26,7.85849419846496e-05
2021-03-29,0.00011730371383444904
2021-03-30,7.85849419846496e-05
2021-03-31,0.00011730371383444904
2021-04-01,7.85849419846496e-05
2021-04-02,7.85849419846496e-05
2021-04-05,0.00011730371383444904
2021-04-06,7.85849419846496e-05
2021-04-07,7.85849419846496e-05
2021-04-08,3.948621945371045e-05
2021-04-09,7.85849419846496e-05
2021-04-12,7.85849419846496e-05
2021-04-13,0.00011730371383444904
2021-04-14,7.85849419846496e-05
2021-04-15,7.85849419846496e-05
2021-04-16,7.85849419846496e-05
2021-04-19,7.85849419846496e-05
2021-04-20,0.00011730371383444904
2021-04-21,0.00011730371383444904
2021-04-22,0.00011730371383444904
2021-04-23,0.00011730371383444904
2021-04-26,0.00011730371383444904
2021-04-27,3.948621945371045e-05
2021-04-28,3.948621945371045e-05
2021-04-29,3.948621945371045e-05
2021-04-30,3.948621945371045e-05
2021-05-03,0.0001556498627912628
2021-05-04,7.85849419846496e-05
2021-05-05,7.85849419846496e-05
2021-05-06,7.85849419846496e-05
2021-05-07,7.85849419846496e-05
2021-05-10,7.85849419846496e-05
2021-05-11,3.948621945371045e-05
2021-05-12,7.85849419846496e-05
2021-05-13,7.85849419846496e-05
2021-05-14,3.948621945371045e-05
2021-05-17,7.85849419846496e-05
2021-05-18,7.85849419846496e-05
2021-05-19,3.948621945371045e-05
2021-05-20,3.948621945371045e-05
2021-05-21,3.948621945371045e-05
2021-05-24,7.85849419846496e-05
2021-05-25,7.85849419846496e-05
2021-05-26,7.85849419846496e-05
2021-05-27,7.85849419846496e-05
2021-05-28,3.948621945371045e-05
2021-05-31,3.948621945371045e-05
2021-06-01,7.85849419846496e-05
2021-06-02,7.85849419846496e-05
2021-06-03,7.85849419846496e-05
2021-06-04,7.85849419846496e-05
2021-06-07,7.85849419846496e-05
2021-06-08,7.85849419846496e-05
2021-06-09,0.00011730371383444904
2021-06-10,0.00011730371383444904
2021-06-11,0.00011730371383444904
2021-06-14,0.00011730371383444904
2021-06-15,0.00011730371383444904
2021-06-16,0.0001556498627912628
2021-06-17,0.0001556498627912628
2021-06-18,0.00019363050654397362
2021-06-21,0.00019363050654397362
2021-06-22,0.0001556498627912628
2021-06-23,0.00019363050654397362
2021-06-24,0.00019363050654397362
2021-06-25,0.00023125256064071564
2021-06-28,0.00019363050654397362
2021-06-29,0.0001556498627912628
2021-06-30,0.00019363050654397362
2021-07-01,0.00019363050654397362
2021-07-02,0.00019363050654397362
2021-07-05,0.00019363050654397362
2021-07-06,0.00019363050654397362
2021-07-07,0.00019363050654397362
2021-07-08,0.00023125256064071564
2021-07-09,0.00023125256064071564
2021-07-12,0.00019363050654397362
2021-07-13,0.00019363050654397362
2021-07-14,0.00023125256064071564
2021-07-15,0.00019363050654397362
2021-07-16,0.00019363050654397362
2021-07-19,0.00019363050654397362
2021-07-20,0.00019363050654397362
2021-07-21,0.00019363050654397362
2021-07-22,0.00019363050654397362
2021-07-23,0.00019363050654397362
2021-07-26,0.00019363050654397362
2021-07-27,0.00019363050654397362
2021-07-28,0.00019363050654397362
2021-07-29,0.00023125256064071564
2021-07-30,0.00023125256064071564
2021-08-02,0.00019363050654397362
2021-08-03,0.00019363050654397362
2021-08-04,0.00019363050654397362
2021-08-05,0.00019363050654397362
2021-08-06,0.00023125256064071564
2021-08-09,0.00023125256064071564
2021-08-10,0.00019363050654397362
2021-08-11,0.00019363050654397362
2021-08-12,0.00023125256064071564
2021-08-13,0.00023125256064071564
2021-08-16,0.00023125256064071564
2021-08-17,0.0002685227460728079
2021-08-18,0.0002685227460728079
2021-08-19,0.00023125256064071564
2021-08-20,0.00019363050654397362
2021-08-23,0.00019363050654397362
2021-08-24,0.00019363050654397362
2021-08-25,0.00023125256064071564
2021-08-26,0.00019363050654397362
2021-08-27,0.00019363050654397362
2021-08-30,0.00019363050654397362
2021-08-31,0.0001556498627912628
2021-09-01,0.00019363050654397362
2021-09-02,0.00019363050654397362
2021-09-03,0.00019363050654397362
2021-09-06,0.00019363050654397362
2021-09-07,0.00019363050654397362
2021-09-08,0.00019363050654397362
2021-09-09,0.0001556498627912628
2021-09-10,0.00019363050654397362
2021-09-13,0.00023125256064071564
2021-09-14,0.0001556498627912628
2021-09-15,0.0001556498627912628
2021-09-16,0.0001556498627912628
2021-09-17,0.0001556498627912628
2021-09-20,0.0001556498627912628
2021-09-21,0.00011730371383444904
2021-09-22,0.00011730371383444904
2021-09-23,0.00011730371383444904
2021-09-24,0.00011730371383444904
2021-09-27,0.0001556498627912628
2021-09-28,0.0001556498627912628
2021-09-29,0.0001556498627912628
2021-09-30,0.0001556498627912628
2021-10-01,0.0001556498627912628
2021-10-04,0.0001556498627912628
2021-10-05,0.0001556498627912628
2021-10-06,0.0001556498627912628
2021-10-07,0.00019363050654397362
2021-10-08,0.00019363050654397362
2021-10-11,0.00019363050654397362
2021-10-12,0.00023125256064071564
2021-10-13,0.00019363050654397362
2021-10-14,0.00019363050654397362
2021-10-15,0.00019363050654397362
2021-10-18,0.00023125256064071564
2021-10-19,0.00019363050654397362
2021-10-20,0.00019363050654397362
2021-10-21,0.00023125256064071564
2021-10-22,0.00023125256064071564
2021-10-25,0.00023125256064071564
2021-10-26,0.00023125256064071564
2021-10-27,0.00023125256064071564
2021-10-28,0.00023125256064071564
2021-10-29,0.00019363050654397362
2021-11-01,0.00019363050654397362
2021-11-02,0.00019363050654397362
2021-11-03,0.00019363050654397362
2021-11-04,0.0001556498627912628
2021-11-05,0.00019363050654397362
2021-11-08,0.00023125256064071564
2021-11-09,0.0001556498627912628
2021-11-10,0.00019363050654397362
2021-11-11,0.00019363050654397362
2021-11-12,0.00019363050654397362
2021-11-15,0.00019363050654397362
2021-11-16,0.00019363050654397362
2021-11-17,0.00019363050654397362
2021-11-18,0.00019363050654397362
2021-11-19,0.00019363050654397362
2021-11-22,0.00019363050654397362
2021-11-23,0.00023125256064071564
2021-11-24,0.00023125256064071564
2021-11-25,0.00023125256064071564
2021-11-26,0.00023125256064071564
2021-11-29,0.00023125256064071564
2021-11-30,0.00019363050654397362
2021-12-01,0.00023125256064071564
2021-12-02,0.00019363050654397362
2021-12-03,0.00023125256064071564
2021-12-06,0.00023125256064071564
2021-12-07,0.00023125256064071564
2021-12-08,0.0002685227460728079
2021-12-09,0.00023125256064071564
2021-12-10,0.00023125256064071564
2021-12-13,0.00019363050654397362
2021-12-14,0.00019363050654397362
2021-12-15,0.00023125256064071564
2021-12-16,0.00019363050654397362
2021-12-17,0.00019363050654397362
2021-12-20,0.0002685227460728079
2021-12-21,0.0002685227460728079
2021-12-22,0.00030544759650941167
2021-12-23,0.00030544759650941167
2021-12-24,0.00030544759650941167
2021-12-27,0.00023125256064071564
2021-12-28,0.00023125256064071564
2021-12-29,0.00019363050654397362
2021-12-30,0.00019363050654397362
2021-12-31,0.00023125256064071564
2022-01-03,0.00034203346519490196
2022-01-04,0.00030544759650941167
2022-01-05,0.00034203346519490196
2022-01-06,0.0003782865315342665
2022-01-07,0.0003782865315342665
2022-01-10,0.0004851082330077361
2022-01-11,0.0004498181430394599
2022-01-12,0.0004498181430394599
2022-01-13,0.0004498181430394599
2022-01-14,0.0004851082330077361
2022-01-17,0.0004851082330077361
2022-01-18,0.0006232248732149781
2022-01-19,0.0006232248732149781
2022-01-20,0.0006570190698282907
2022-01-21,0.0006232248732149781
2022-01-24,0.0007237600292289148
2022-01-25,0.0007237600292289148
2022-01-26,0.0006905292068779545
2022-01-27,0.0007237600292289148
2022-01-28,0.0006905292068779545
2022-01-31,0.0008539810201075859
2022-02-01,0.0007237600292289148
2022-02-02,0.0007237600292289148
2022-02-03,0.0007567161637684894
2022-02-04,0.0008218223101954525
2022-02-07,0.0009800834520614643
2022-02-08,0.0009489297129476881
2022-02-09,0.0009489297129476881
2022-02-10,0.0013643811300818598
2022-02-11,0.001250029604146663
2022-02-14,0.0014755461057396335
2022-02-15,0.0013643811300818598
2022-02-16,0.001307615085417213
2022-02-17,0.001250029604146663
2022-02-18,0.0011916006324301787
2022-02-21,0.0011916006324301787
2022-02-22,0.001307615085417213
2022-02-23,0.0012209220992371872
2022-02-24,0.0011323030407675017
2022-02-25,0.0011323030407675017
2022-02-28,0.001250029604146663
2022-03-01,0.0011023203494342493
2022-03-02,0.0011323030407675017
2022-03-03,0.001250029604146663
2022-03-04,0.0011323030407675017
2022-03-07,0.0012789262532428847
2022-03-08,0.0012209220992371872
2022-03-09,0.0012789262532428847
2022-03-10,0.0012789262532428847
2022-03-11,0.001307615085417213
2022-03-14,0.0014755461057396335
2022-03-15,0.001502860051772803
2022-03-16,0.0014203507768688617
2022-03-17,0.0013360990742929957
2022-03-18,0.0013643811300818598
2022-03-21,0.0017406199921587984
2022-03-22,0.001636693680703294
2022-03-23,0.0016102836407902998
2022-03-24,0.0016102836407902998
2022-03-25,0.0016889951268215242
2022-03-28,0.0018668341360434937
2022-03-29,0.0017661841440095305
2022-03-30,0.0017406199921587984
2022-03-31,0.001636693680703294
2022-04-01,0.0016629300851394024
2022-04-04,0.002037086437685076
2022-04-05,0.001989179320937895
2022-04-06,0.002037086437685076
2022-04-07,0.0020608261186270127
2022-04-08,0.0020844254678549223
2022-04-11,0.002290768080092098
2022-04-12,0.00220037407626128
2022-04-13,0.0022231651462649715
2022-04-14,0.002290768080092098
2022-04-15,0.002290768080092098
2022-04-18,0.002379161044406164
2022-04-19,0.002379161044406164
2022-04-20,0.002379161044406164
2022-04-21,0.002379161044406164
2022-04-22,0.002379161044406164
2022-04-25,0.0026126133021908693
2022-04-26,0.002422634497229792
2022-04-27,0.002379161044406164
2022-04-28,0.0023572455531528647
2022-04-29,0.0024009569254013208
2022-05-02,0.0025502856909664917
2022-05-03,0.0025502856909664917
2022-05-04,0.0025081869846790283
2022-05-05,0.002422634497229792
2022-05-06,0.002422634497229792
2022-05-09,0.0025919453052012376
2022-05-10,0.00252929180322492
2022-05-11,0.0025502856909664917
2022-05-12,0.002653631220794761
2022-05-13,0.0027742169187159327
2022-05-16,0.0028912693280565005
2022-05-17,0.0028719971885986517
2022-05-18,0.0027939653560167255
2022-05-19,0.002833171770910692
2022-05-20,0.0027742169187159327
2022-05-23,0.0028912693280565005
2022-05-24,0.002852631640123393
2022-05-25,0.002852631640123393
2022-05-26,0.0028719971885986517
2022-05-27,0.0028719971885986517
2022-05-30,0.0028719971885986517
2022-05-31,0.0030049900043276345
2022-06-01,0.0029862598927330453
2022-06-02,0.0030049900043276345
2022-06-03,0.0030790447072119864
2022-06-06,0.0031876156502663733
2022-06-07,0.0032054274856974097
2022-06-08,0.003223160294984595
2022-06-09,0.003240814777644152
2022-06-10,0.003379311842233612
2022-06-13,0.003934470555359226
2022-06-14,0.004065587118562419
2022-06-15,0.003934470555359226
2022-06-16,0.0037059137937285325
2022-06-17,0.003768150739027032
2022-06-20,0.003768150739027032
2022-06-21,0.003889792199610387
2022-06-22,0.003752682073933533
2022-06-23,0.003783559800877301
2022-06-24,0.003889792199610387
2022-06-27,0.0040223573836970505
2022-06-28,0.0040223573836970505
2022-06-29,0.003993275809305086
2022-06-30,0.003889792199610387
2022-07-01,0.003889792199610387
2022-07-04,0.003889792199610387
2022-07-05,0.004178633325863101
2022-07-06,0.004164676015084412
2022-07-07,0.004220215459868504
2022-07-08,0.004247698709385794
2022-07-11,0.004538175216400431
2022-07-12,0.004576200986908141
2022-07-13,0.004785111875378556
2022-07-14,0.004785111875378556
2022-07-15,0.004736928244828631
2022-07-18,0.004914702293195461
2022-07-19,0.004937820054305986
2022-07-20,0.004914702293195461
2022-07-21,0.004868062413974972
2022-07-22,0.004879773420666478
2022-07-25,0.00504022929094039
2022-07-26,0.00496080509832475
2022-07-27,0.004832722434736425
2022-07-28,0.004808987934028952
2022-07-29,0.0047970677051139
2022-08-01,0.00496080509832475
2022-08-02,0.00496080509832475
2022-08-03,0.004914702293195461
2022-08-04,0.004879773420666478
2022-08-05,0.00496080509832475
2022-08-08,0.00506263552591002
2022-08-09,0.005073791801512018
2022-08-10,0.005051448080721999
2022-08-11,0.005006383081668453
2022-08-12,0.00501769697015253
2022-08-15,0.005129111659528007
2022-08-16,0.005107075339038536
2022-08-17,0.005084917081073392
2022-08-18,0.005107075339038536
2022-08-19,0.005140084511998433
2022-08-22,0.005248190467955105
2022-08-23,0.005216063987909081
2022-08-24,0.005237510250249766
2022-08-25,0.00529062878653197
2022-08-26,0.00529062878653197
2022-08-29,0.005405067484083315
2022-08-30,0.005394798025973646
2022-08-31,0.00538450217130837
2022-09-01,0.005394798025973646
2022-09-02,0.0053638307259666895
2022-09-05,0.0053638307259666895
2022-09-06,0.005476225820755687
2022-09-07,0.0054963267444052555
2022-09-08,0.0054862888903761675
2022-09-09,0.0054963267444052555
2022-09-12,0.005605114366877384
2022-09-13,0.005701512477849224
2022-09-14,0.005653603331535084
2022-09-15,0.00563427810946715
2022-09-16,0.0056148592210987225
2022-09-19,0.005795645751539125
2022-09-20,0.005767637236668177
2022-09-21,0.00572051687911701
2022-09-22,0.005701512477849224
2022-09-23,0.00563427810946715
2022-09-26,0.005804938586937647
2022-09-27,0.005767637236668177
2022-09-28,0.005795645751539125
2022-09-29,0.005767637236668177
2022-09-30,0.0057299853846704
2022-10-03,0.005841895913632378
2022-10-04,0.005823459855380353
2022-10-05,0.005832688486651749
2022-10-06,0.005823459855380353
2022-10-07,0.005814209921731983
2022-10-10,0.005814209921731983
2022-10-11,0.006012933876847315
2022-10-12,0.0060392849104784485
2022-10-13,0.00610871895882692
2022-10-14,0.00611731425164197
2022-10-17,0.006260683041214188
2022-10-18,0.006318258673644328
2022-10-19,0.006334558119796885
2022-10-20,0.006334558119796885
2022-10-21,0.006326416679770075
2022-10-24,0.006407096572735638
2022-10-25,0.006383062610922918
2022-10-26,0.006358883714009611
2022-10-27,0.006366959558333551
2022-10-28,0.0063991012485620224
2022-10-31,0.006454736582684806
2022-11-01,0.006454736582684806
2022-11-02,0.006438919387282249
2022-11-03,0.006454736582684806
2022-11-04,0.006423039550345289
2022-11-07,0.006501817223126594
2022-11-08,0.00648618501603293
2022-11-09,0.006494008737086832
2022-11-10,0.006478346000279744
2022-11-11,0.006478346000279744
2022-11-14,0.006532899998688002
2022-11-15,0.006517388727161677
2022-11-16,0.006517388727161677
2022-11-17,0.006509610533488308
2022-11-18,0.0065251518627931215
2022-11-21,0.006586721784619165
2022-11-22,0.006571417699277493
2022-11-23,0.006571417699277493
2022-11-24,0.006571417699277493
2022-11-25,0.00657907704241012
2022-11-28,0.006639830790865053
2022-11-29,0.006617155852894685
2022-11-30,0.006617155852894685
2022-12-01,0.00657907704241012
2022-12-02,0.00657907704241012
2022-12-05,0.006617155852894685
2022-12-06,0.006617155852894685
2022-12-07,0.006563743699229407
2022-12-08,0.006540633192813505
2022-12-09,0.00655605498595091
2022-12-12,0.006632286713958546
2022-12-13,0.006609568960832535
2022-12-14,0.006586721784619165
2022-12-15,0.00657907704241012
2022-12-16,0.006563743699229407
2022-12-19,0.006624728419234671
2022-12-20,0.006601967688634636
2022-12-21,0.00657907704241012
2022-12-22,0.0065943519815760965
2022-12-23,0.006586721784619165
2022-12-26,0.006586721784619165
2022-12-27,0.006677339769974644
2022-12-28,0.006677339769974644
2022-12-29,0.00666986598571917
2022-12-30,0.006639830790865053
2023-01-02,0.006639830790865053
2023-01-03,0.00671450120149375
2023-01-04,0.006721892347874681
2023-01-05,0.006795064234431214
2023-01-06,0.006795064234431214
2023-01-09,0.006823963281574752
2023-01-10,0.006838335101758908
2023-01-11,0.006838335101758908
2023-01-12,0.00678780682260971
2023-01-13,0.006795064234431214
2023-01-16,0.006795064234431214
2023-01-17,0.006831155628176155
2023-01-18,0.006816758015615765
2023-01-19,0.006823963281574752
2023-01-20,0.006838335101758908
2023-01-23,0.006845501748412586
2023-01-24,0.006838335101758908
2023-01-25,0.006831155628176155
2023-01-26,0.006823963281574752
2023-01-27,0.006838335101758908
2023-01-30,0.006852655613979852
2023-01-31,0.006845501748412586
2023-02-01,0.006816758015615765
2023-02-02,0.006809539783709351
2023-02-03,0.006838335101758908
2023-02-06,0.006852655613979852
2023-02-07,0.006852655613979852
2023-02-08,0.006852655613979852
2023-02-09,0.006888234812923333
2023-02-10,0.006902378602192671
2023-02-13,0.0069164726990775804
2023-02-14,0.006909431840306679
2023-02-15,0.006902378602192671
2023-02-16,0.006930517452219398
2023-02-17,0.006930517452219398
2023-02-20,0.006930517452219398
2023-02-21,0.006944513206601499
2023-02-22,0.006937521432835547
2023-02-23,0.006937521432835547
2023-02-24,0.006944513206601499
2023-02-27,0.0069584603035992565
2023-02-28,0.006944513206601499
2023-03-01,0.006951492816076987
2023-03-02,0.0069584603035992565
2023-03-03,0.0069584603035992565
2023-03-06,0.006972359081030444
2023-03-07,0.007047953411841945
2023-03-08,0.007061546108643846
2023-03-09,0.007047953411841945
2023-03-10,0.007020629080959129
2023-03-13,0.006930517452219398
2023-03-14,0.006937521432835547
2023-03-15,0.006852655613979852
2023-03-16,0.006838335101758908
2023-03-17,0.006684799652907358
2023-03-20,0.00689531294104051
2023-03-21,0.006874040978916973
2023-03-22,0.006881144173680687
2023-03-23,0.006838335101758908
2023-03-24,0.006838335101758908
2023-03-27,0.006965415711284617
2023-03-28,0.006888234812923333
2023-03-29,0.006888234812923333
2023-03-30,0.007000013010972417
2023-03-31,0.0069164726990775804
2023-04-03,0.006979290454516063
2023-04-04,0.0069584603035992565
2023-04-05,0.006944513206601499
2023-04-06,0.006979290454516063
2023-04-07,0.007006896811909913
2023-04-10,0.007095327738398494
2023-04-11,0.007061546108643846
2023-04-12,0.007047953411841945
2023-04-13,0.007102050066928323
2023-04-14,0.007122149740075745
2023-04-17,0.007175261775495434
2023-04-18,0.007162049528704584
2023-04-19,0.007142149228759775
2023-04-20,0.007115461030236636
2023-04-21,0.007122149740075745
2023-04-24,0.007162049528704584
2023-04-25,0.007115461030236636
2023-04-26,0.007135493802367332
2023-04-27,0.007155427055507868
2023-04-28,0.007102050066928323
2023-05-01,0.007201556471660098
2023-05-02,0.0071884306617351346
2023-05-03,0.007194998933581553
2023-05-04,0.007201556471660098
2023-05-05,0.007201556471660098
2023-05-08,0.007234184377838293
2023-05-09,0.007221165033372223
2023-05-10,0.0071884306617351346
2023-05-11,0.007162049528704584
2023-05-12,0.0071884306617351346
2023-05-15,0.007175261775495434
2023-05-16,0.007181851620853719
2023-05-17,0.007201556471660098
2023-05-18,0.007227679985607693
2023-05-19,0.0072146394867185215
2023-05-22,0.007292254303790102
2023-05-23,0.007253634536124931
2023-05-24,0.0072729908772817264
2023-05-25,0.0072729908772817264
2023-05-26,0.007240678244309295
2023-05-29,0.007240678244309295
2023-05-30,0.007317795874162369
2023-05-31,0.0073050454086713845
2023-06-01,0.007292254303790102
2023-06-02,0.0072858434302982555
2023-06-05,0.00726654913171032
2023-06-06,0.007253634536124931
2023-06-07,0.007240678244309295
2023-06-08,0.0072146394867185215
2023-06-09,0.007208103311065139
2023-06-12,0.007227679985607693
2023-06-13,0.007208103311065139
2023-06-14,0.007201556471660098
2023-06-15,0.007181851620853719
2023-06-16,0.007194998933581553
2023-06-19,0.007194998933581553
2023-06-20,0.007227679985607693
2023-06-21,0.007234184377838293
2023-06-22,0.007234184377838293
2023-06-23,0.007234184377838293
2023-06-26,0.007292254303790102
2023-06-27,0.007260097029132773
2023-06-28,0.007253634536124931
2023-06-29,0.00726654913171032
2023-06-30,0.0072471616191003285
2023-07-03,0.0072729908772817264
2023-07-04,0.0072729908772817264
2023-07-05,0.0072729908772817264
2023-07-06,0.0072858434302982555
2023-07-07,0.007279422299110161
2023-07-10,0.007298654952371475
2023-07-11,0.007298654952371475
2023-07-12,0.007292254303790102
2023-07-13,0.007292254303790102
2023-07-14,0.007298654952371475
2023-07-17,0.0073050454086713845
2023-07-18,0.007298654952371475
2023-07-19,0.0073050454086713845
2023-07-20,0.0073050454086713845
2023-07-21,0.007311425705162522
2023-07-24,0.007317795874162369
2023-07-25,0.007317795874162369
2023-07-26,0.007317795874162369
2023-07-27,0.007317795874162369
2023-07-28,0.007317795874162369
2023-07-31,0.007317795874162369
2023-08-01,0.007311425705162522
2023-08-02,0.007311425705162522
2023-08-03,0.007311425705162522
2023-08-04,0.007317795874162369
2023-08-07,0.007324155947834976
2023-08-08,0.007330505958190958
2023-08-09,0.007317795874162369
2023-08-10,0.007317795874162369
2023-08-11,0.007317795874162369
2023-08-14,0.007324155947834976
2023-08-15,0.007324155947834976
2023-08-16,0.007324155947834976
2023-08-17,0.007324155947834976
2023-08-18,0.007317795874162369
2023-08-21,0.007330505958190958
2023-08-22,0.007330505958190958
2023-08-23,0.007330505958190958
2023-08-24,0.007336845937088388
2023-08-25,0.007355806001354326
2023-08-28,0.007355806001354326
2023-08-29,0.007349495927187588
2023-08-30,0.007343175916235012
2023-08-31,0.007343175916235012
2023-09-01,0.007330505958190958
2023-09-04,0.007330505958190958
2023-09-05,0.007343175916235012
2023-09-06,0.007336845937088388
2023-09-07,0.007330505958190958
2023-09-08,0.007336845937088388
2023-09-11,0.007343175916235012
2023-09-12,0.007343175916235012
2023-09-13,0.007336845937088388
2023-09-14,0.007336845937088388
2023-09-15,0.007343175916235012
2023-09-18,0.007336845937088388
2023-09-19,0.007336845937088388
2023-09-20,0.007349495927187588
2023-09-21,0.007349495927187588
2023-09-22,0.007343175916235012
2023-09-25,0.007362106169994886
2023-09-26,0.007355806001354326
2023-09-27,0.007355806001354326
2023-09-28,0.007343175916235012
2023-09-29,0.007343175916235012
2023-10-02,0.007362106169994886
2023-10-03,0.007362106169994886
2023-10-04,0.007355806001354326
2023-10-05,0.007355806001354326
2023-10-06,0.007368396464221272
2023-10-09,0.007368396464221272
2023-10-10,0.007355806001354326
2023-10-11,0.007355806001354326
2023-10-12,0.007362106169994886
2023-10-13,0.007362106169994886
2023-10-16,0.007355806001354326
2023-10-17,0.007362106169994886
2023-10-18,0.007355806001354326
2023-10-19,0.007349495927187588
2023-10-20,0.007336845937088388
2023-10-23,0.007343175916235012
2023-10-24,0.007336845937088388
2023-10-25,0.007343175916235012
2023-10-26,0.007343175916235012
2023-10-27,0.007343175916235012
2023-10-30,0.007349495927187588
2023-10-31,0.007349495927187588
2023-11-01,0.007336845937088388
2023-11-02,0.007317795874162369
2023-11-03,0.007311425705162522
2023-11-06,0.007324155947834976
2023-11-07,0.007317795874162369
2023-11-08,0.007317795874162369
2023-11-09,0.007311425705162522
2023-11-10,0.0073050454086713845
2023-11-13,0.007317795874162369
2023-11-14,0.0073050454086713845
2023-11-15,0.0073050454086713845
2023-11-16,0.007298654952371475
2023-11-17,0.007298654952371475
2023-11-20,0.007311425705162522
2023-11-21,0.0073050454086713845
2023-11-22,0.007311425705162522
2023-11-23,0.007311425705162522
2023-11-24,0.007317795874162369
2023-11-27,0.007317795874162369
2023-11-28,0.007311425705162522
2023-11-29,0.007298654952371475
2023-11-30,0.007298654952371475
2023-12-01,0.0072858434302982555
2023-12-04,0.0073050454086713845
2023-12-05,0.007298654952371475
2023-12-06,0.007298654952371475
2023-12-07,0.007292254303790102
2023-12-08,0.007292254303790102
2023-12-11,0.0073050454086713845
2023-12-12,0.0073050454086713845
2023-12-13,0.007292254303790102
2023-12-14,0.0072858434302982555
2023-12-15,0.007292254303790102
2023-12-18,0.0073050454086713845
2023-12-19,0.0072858434302982555
2023-12-20,0.007292254303790102
2023-12-21,0.007279422299110161
2023-12-22,0.007292254303790102
2023-12-25,0.007292254303790102
2023-12-26,0.007298654952371475
2023-12-27,0.007292254303790102
2023-12-28,0.007298654952371475
2023-12-29,0.00726654913171032
2024-01-01,0.00726654913171032
2024-01-02,0.007279422299110161
2024-01-03,0.007292254303790102
2024-01-04,0.007292254303790102
2024-01-05,0.007292254303790102
2024-01-08,0.007298654952371475
2024-01-09,0.007292254303790102
2024-01-10,0.0072858434302982555
2024-01-11,0.0072858434302982555
2024-01-12,0.007279422299110161
2024-01-15,0.007279422299110161
2024-01-16,0.007279422299110161
2024-01-17,0.007292254303790102
2024-01-18,0.007279422299110161
2024-01-19,0.007279422299110161
2024-01-22,0.007279422299110161
2024-01-23,0.0072729908772817264
2024-01-24,0.0072729908772817264
2024-01-25,0.0072729908772817264
2024-01-26,0.0072729908772817264
2024-01-29,0.007279422299110161
2024-01-30,0.0072729908772817264
2024-01-31,0.007279422299110161
2024-02-01,0.007279422299110161
2024-02-02,0.0072858434302982555
2024-02-05,0.007279422299110161
2024-02-06,0.0072858434302982555
2024-02-07,0.0072858434302982555
2024-02-08,0.0072858434302982555
2024-02-09,0.007292254303790102
2024-02-12,0.0072858434302982555
2024-02-13,0.007298654952371475
2024-02-14,0.0072858434302982555
2024-02-15,0.0072858434302982555
2024-02-16,0.007292254303790102
2024-02-19,0.007292254303790102
2024-02-20,0.007292254303790102
2024-02-21,0.007292254303790102
2024-02-22,0.007298654952371475
2024-02-23,0.0073050454086713845
2024-02-26,0.0073050454086713845
2024-02-27,0.007298654952371475
2024-02-28,0.007292254303790102
2024-02-29,0.007298654952371475
2024-03-01,0.0072858434302982555
2024-03-04,0.007292254303790102
2024-03-05,0.0072858434302982555
2024-03-06,0.007292254303790102
2024-03-07,0.007292254303790102
2024-03-08,0.007292254303790102
2024-03-11,0.007292254303790102
2024-03-12,0.007298654952371475
2024-03-13,0.007298654952371475
2024-03-14,0.007298654952371475
2024-03-15,0.007298654952371475
2024-03-18,0.007298654952371475
2024-03-19,0.007292254303790102
2024-03-20,0.007292254303790102
2024-03-21,0.007298654952371475
2024-03-22,0.007292254303790102
2024-03-25,0.0072858434302982555
2024-03-26,0.007279422299110161
2024-03-27,0.007279422299110161
2024-03-28,0.0072858434302982555
2024-03-29,0.0072858434302982555
